"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日","Position"  ,"Job Description" ,"Company Summery" ,"English Requirement" ,"Type of Industry" ,"Location" ,"Requried Skills" ,"Education" ,"Consultant's Comment" ,"Japanese Requirement"  
"1019644","0","0","","","","上場","","","16","00","その他","","","","","","","","","","株式会社ジェイアイエヌ","アイウエアフレーム調達・生産管理リーダー候補","企画部門（マーチャンダイザー・デザイナー）と委託先工場の間に立ち、サンプル製作から 正式オーダー・国内物流センター納品までの品質・価格・納期管理。海外既存工場の製造工程、品質の改善指導（出張月１～２回）。海外既存工場と協力した新商品開発。調達・購買業務フローの改善、改革。海外新規取引先工場の開拓。","調達・購買・生産管理、またはMD（商品企画）における実務経験。中国語 または英語　いずれか（ビジネスレベル）。","自分の考えを筋道立てて説明し、相手を納得させ、動かすことができる論理思考・コミュニケーション力。多数進行する商品企画やプロジェクトにおいて過不足無く進行管理・実行できる管理能力。原価低減、納期短縮等において、定量・定性情報をもとにイニシアチブをとって交渉できる交渉力。社内・外の関係者を巻き込み、タスクを完遂できるリーダーシップ。","ビジネスレベル","","与えられた仕事に本気になれる方。目の前の困難から逃げずに本気で挑める方。全てのポジションで大事にしているキーワード（『創造』、『挑戦』、『変化』）。","","東京都","渋谷区","","","大卒以上","27","35","600","800","","1003647","流通・小売・販売","アイウエア、及び服飾雑貨（バッグ、帽子、アクセサリー）の企画、輸入および販売。主力のアイウエア事業は後発ながらも業界2位の地位を確立。SPA(製造小売業)というビジネスモデルで世界一のコストパフォーマンスを実現。価格だけでなく、高機能・高品質のレンズ、上質のデザインといった“究極のベーシック”を提供し、これまでの既成概念を覆す事業展開で市場に大きなインパクトを与えています。","アイウェア業界で大躍進を遂げていて、メガネの販売本数では国内TOPを誇ります。2013年現在で221店ある国内店舗を今後年間50～80店舗のペースで増やす予定。海外は中国で現在13店舗で、今後100店舗を目指し、いよいよ欧米にも進出する予定です。主力のアイウエア事業では、度数に寄らず一切追加料金を取らない圧倒的低価格で商品を提供したエアフレームで、業界に大きなインパクトを与えました。医大との共同研究で開発したブルーライト対策のメガネも大ヒット。同社は視力の悪い人だけではなく、全世界70億人をターゲットとしていて、パソコン用、ドライアイ用、花粉対策用、スポーツ用、ファッション用と多肢にわたります。グローバル最大手の会社が年商4000億だが、そこも通過点としています。低価格を実現する一番の理由はSPAとしての仕組み。企画、製造、販売の一連のバリューチェーンを最適化しています。また店舗では度数測定やフレームの調整など様々な店舗内でのオペレーションが発生します。ここではトヨタ出身の顧問を向かえ日々“カイゼン”を行っています。メガネのEC事業にも注力していて、業界内でも一歩抜きに出ています。","1988","7","320247","669","東京都","渋谷区神宮前2-34-17　住友不動産原宿ビル20F","","入江","2013/08/19 16:08:29","","","","Business Level","Distribution・Retail","Tokyo","","Bachelor","",""
"1019643","0","0","","","","上場","","","16","00","その他","","","","","","","","","","株式会社ジェイアイエヌ","アイウエアレンズ商品開発・調達リーダー候補","新しいメガネやレンズの開発企画をお任せします。R&D室とともに国内・海外既存工場、材料メーカーと協力した新商品開発。国内・海外既存工場の品質・価格・納期管理（出張月１回程度）。海外新規取引先工場の開拓。","自分の考えを筋道立てて説明し、相手を納得させ、動かすことが出来る論理思考、コミュニケーション力。物事に対して、素直で柔軟な思考ができること（常識に囚われ過ぎない事）。英語（中級以上。メール・電話のやりとりが中心）。","商品企画・開発における実務経験。定量・定性情報をもとにした商談、交渉経験。社内・外の関係者を巻き込み、タスクを完遂した経験。調達、または、生産管理における実務経験。大学、大学院にて物理・化学・理工学を専攻・修了。","ビジネスレベル","","与えられた仕事に本気になれる方。目の前の困難から逃げずに本気で挑める方。全てのポジションで大事にしているキーワード（『創造』、『挑戦』、『変化』）。","","東京都","渋谷区","","","大卒以上","27","35","500","700","","1003647","流通・小売・販売","アイウエア、及び服飾雑貨（バッグ、帽子、アクセサリー）の企画、輸入および販売。主力のアイウエア事業は後発ながらも業界2位の地位を確立。SPA(製造小売業)というビジネスモデルで世界一のコストパフォーマンスを実現。価格だけでなく、高機能・高品質のレンズ、上質のデザインといった“究極のベーシック”を提供し、これまでの既成概念を覆す事業展開で市場に大きなインパクトを与えています。","アイウェア業界で大躍進を遂げていて、メガネの販売本数では国内TOPを誇ります。2013年現在で221店ある国内店舗を今後年間50～80店舗のペースで増やす予定。海外は中国で現在13店舗で、今後100店舗を目指し、いよいよ欧米にも進出する予定です。主力のアイウエア事業では、度数に寄らず一切追加料金を取らない圧倒的低価格で商品を提供したエアフレームで、業界に大きなインパクトを与えました。医大との共同研究で開発したブルーライト対策のメガネも大ヒット。同社は視力の悪い人だけではなく、全世界70億人をターゲットとしていて、パソコン用、ドライアイ用、花粉対策用、スポーツ用、ファッション用と多肢にわたります。グローバル最大手の会社が年商4000億だが、そこも通過点としています。低価格を実現する一番の理由はSPAとしての仕組み。企画、製造、販売の一連のバリューチェーンを最適化しています。また店舗では度数測定やフレームの調整など様々な店舗内でのオペレーションが発生します。ここではトヨタ出身の顧問を向かえ日々“カイゼン”を行っています。メガネのEC事業にも注力していて、業界内でも一歩抜きに出ています。","1988","7","320247","669","東京都","渋谷区神宮前2-34-17　住友不動産原宿ビル20F","","入江","2013/08/19 16:08:23","","","","Business Level","Distribution・Retail","Tokyo","","Bachelor","",""
"1019609","0","0","ハイクラス/外資系","1","","","","","04","01","マーケティング・広報・IR","マーケティング","04","01","マーケティング・広報・IR","マーケティング","04","01","マーケティング・広報・IR","マーケティング","日本ケロッグ株式会社","Insight & PlanningManager","シェアおよび広告効果のトラッキング、消費者パネルデータなどのデータベースを通じて韓国/日本市場での投資最適化決定を支援するための分析・調査・レポートを行います。具体的には、ローカルマーケティングレポートの報告。データベース管理。広告効果のトラッキングの管理。データサプライヤーと生産的な関係を築き同社が情報から最適の価値を得ることができるようにする。提供されるデータの品質を常にモニターし、矛盾を改善するためにエージェンシーと協力する。ビジネスとコンシューマーダイナミクスの明確な理解を構築するために研究データの抽出、組合せを行う。市場理解に基づく戦略的なカテゴリーとブランドレビューを作るために利用されるようにし、戦略的指示に基づくアドバイスを提供するために、ブランドプランニングプロセスの活発なメンバーとして参加する。","高度な数学的能力、組織化されたアプローチと細部にわたる注意力とともに強い分析能力。複数のデータソースの分析から結論を導き出す能力。マーケティングベストプラクティスにおける内外の変化についていく能力。高いエクセルスキル（データ操作、数式およびチャートの使用を含む）。上級以上の英語力。","","ビジネスレベル","","チームワークを重視して適切なアドバイスを導き出す能力","FMCG業界のマーケティングリサーチ経験","東京都","港区","","","大卒以上","31","42","950","1000","組織強化","328","食品・飲料","外資系食品メーカー。コーンフレーク、オールブラン等のシリアル及び健康スナック食品の製造・販売。","手軽に食べられて栄養バランスの良いシリアルは、米国はもちろんのこと、カナダ、オーストラリア、イギリスを始め、中南米、アジア、アフリカに生産・販売の拠点を広げ180カ国以上の人々に親しまれている。日本上陸から約40数年。気軽に楽しめるビスケットタイプのシリアルも販売し、順調に売上も拡大中。日本でのニーズの大半は都市圏で、未開のマーケットは大きい。","1962","10","485800","140","東京都","東京都港区港南2-16-4　品川グランドセントラルタワー5F","女性の方が多く活躍されており、ワークライフバランスを取りやすいです。","堂谷","2013/08/19 16:08:21","","","","Business Level","Food・Beverage","Tokyo","","Bachelor","",""
"1019426","0","0","ハイクラス/外資系","1","","","","","1","0","トップマネジメント","","3","0","経営企画・事業企画","","07","03","その他企画・事務・管理","企画系","株式会社ディンプレックス・ジャパン","事業開発（執行役員候補）","既存事業（住宅設備向け電気暖房機器、再生可能エネルギー設備機器）における国内営業拠点は、北海道本社営業所、東北営業所、東京本社営業所、西日本営業所、北陸出張所の5拠点で展開しています。事業開発執行役員の役割は、自社の代表取締役社長やアイルランド本社と密接なコミュニケーションを図るのと同時に国内の事業全体に深く関わり、日本での事業を現在の2倍の規模にするべく、自ら率先垂範して新事業を立ち上げる役割を担います。主な責務は次の通り。国内の中長期ビジネスプラン策定・実行。マーケティングプランの立案・実行・効果検証。ブランドイメージ及びポジショニングの強化、認知度拡大。既存チャネル及び新規販売チャネルの拡大、育成を通じた販売・利益の最大化。PL及びBSマネジメント。代表取締役社長の諸々サポート。部下の育成。※最初は社長直下で部下2名程度でスタートいただくイメージです。","BtoB事業立ち上げ経験必須。結果が求められるシビアな組織で営業責任者もしくは事業責任者経験。自ら率先垂範で強力に営業推進できる行動力。売上と利益のマネジメント経験。高度なマーケティング全般（ブランドマネジメント等）スキル。多文化に対応できるコミュニケーション能力（外資系企業経験）。明晰な思考能力を有する方。営業センスを有する方。ビジネスレベルの英語力。産業分野（工場や産業施設、プラント等）への営業経験の豊富な方。　地公体の補助金制度などを活用した営業戦略の立案実行経験のある方。","部下のモチベーションを向上・維持できる方。事業・組織の将来を思い描き、進化させる意欲・リーダーシップのある方。電気電子分野での営業経験・技術知識をお持ちの方。","ビジネスレベル","","ベンチャーマインドがあり、一緒に会社を大きくしていきたい方。聞く耳を持てる方。コミュニケーション力のある方。柔軟性を兼ね備えた方。ベンチャー企業にて力を発揮できる方。良好な対人関係を構築・保持できる方。","電気製品分野での新規事業立ち上げ経験者。ベンチャー経験。","東京都","中央区","","","大卒以上","37","47","800","1200","新規事業の立ち上げを推進していただく方を外部採用。<BR>","210367","専門商社","アイルランドNO.1家電メーカーの日本法人。ビルトイン暖房器、ポータブル暖房器、各種デザイン家電など。機能追求型の家電とは一線を画し、高級感、デザイン性などが特徴。ヨーロッパ全土に20拠点強の工場、傘下メーカーを持つ。電気蓄熱暖房機は日本においてTOPシェアを保持し、「豊かな住まいとライフスタイルの創造」を提案。","アイルランドにおけるトヨタ・松下のような存在でアイルランド経済に対する影響力も大きい。日本国内におけるシェアは35%程度、北陸地区、長野地区では50%程度のシェアを誇る。地球環境保護への意識が高く、欧州本社における再生可能エネルギー製品の開発など環境に配慮したした事業に注力。日本法人においても、1500坪の札幌本社を増築、暖涼体感型ショールームを開設。<BR>ヒートポンプ、高効率熱交換換気、太陽光パネルを学校、農業施設、病院、温泉、福祉施設、公共施設等への導入実績多数。日本の再生可能エネルギー市場はまだ発展途上段階にあるため、親会社による欧州での経験を活かし、日本で未開拓・未発達の市場を探索・拡大することを目指しています。<BR><BR>外資ながら、日本主導の経営を行い、おおよその決定権が日本にあることも特徴です。","1997","7","48000","100","北海道","札幌市東区北四十六条東17丁目2番23号","再生可能エネルギー設備機器を中心に、まだ国内でビジネスになっていない分野をみつけ、商品企画から販路開拓等全般を担っていただきます。","奈良","2013/08/19 16:08:09","","","","Business Level","Specialized Trading Company","Tokyo","","Bachelor","",""
"1018470","0","0","ハイクラス/外資系","1","","","","","06","00","経理・財務・会計","","02","05","ビジネスコンサルタント","金融戦略","15","00","金融関連","","アマゾンジャパン株式会社","シニアファイナンシャルアナリスト、オペレーション","物流センター、配送、ＳＣＭ機能の拡大を、財務分析によりサポート。シニアマネジメントへの経費分析、主要指標のレポーティング、プロセスの改善、コストドライバーの報告などを担当。ビジネスチームの意思決定に対し影響をもつ主要なビジネスパートナーとなると同時に、日本における他のファイナンスの組織と、シアトル本社のファイナンス組織との橋渡し役にもなります。また、オペレーション、ソフトウェア、ファイナンスのクロスファンクションチームのマネジャーと協力しながら仕事をすすめる事が求められます。特にオペレーション、ファイナンスチーム、コントローラーと協力しながら、変動費、固定費、設備投資、消耗品の予算、実績の配賦のサポートをし、コストドライバーと支出のギャップの分析を主に担当。【このポジションはアマゾンジャパンの採用となり、アマゾンジャパン・ロジスティクスへ出向となります】","■ファイナンスの基礎の強い理解■強い財務分析能力、モデリングのスキル■自ら率先して指示を待たずとも会社全体の長期的な利益の為の様々なプロジェクトをリードする■英語、日本語ともに高度の読解・ライティングスキルとビジネス会話のスキル【以下のような５～８年以上の経験】■ファイナンシャルモデリングの経験■SQLを使ったデータアナリシス業務■業務改善経験■FP&Aの経験が望ましい","■CMA/ MBAは好ましい■データウェアハウス環境と&#8226;精通。 SQLの知識があれば尚可■物流センターのプロセスとシステムプラス&#8226;ナレッジ","ビジネスレベル","700","■スケジュール管理能力■コミュニケーションスキル■問題の根源をデータ分析力により追求し、強い論理的構成力により改善案を構成、コミュニケーションする","■ファイナンスの基礎の強い理解■強い財務分析能力、モデリングのスキル■自ら率先して指示を待たずとも会社全体の長期的な利益の為の様々なプロジェクトをリードする<BR>■英語、日本語ともに高度の読解・ライティングスキルとビジネス会話のスキル【以下のような５～８年以上の経験】■ファイナンシャルモデリングの経験■SQLを使ったデータアナリシス業務■業務改善経験■FP&Aの経験が望ましい■CMA/ MBAは好ましい■データウェアハウス環境と&#8226;精通。 SQLの知識があれば尚可■物流センターのプロセスとシステムプラス&#8226;ナレッジ","東京都","目黒区","","","大卒以上","30","40","700","1100","事業拡大による増員","210685","流通・小売・販売","オンライン販売及び多岐に渡るコンテンツサービスの提供。和、洋書、CD、DVD、ビデオ、ソフトウェア、ゲーム、カメラ、ビューティ、コスメ、食品、飲料、ジュエリー、エレクトロニクス、キッチン、玩具、ホビー、スポーツ、工具、バイク、カー製品関連商品を取り扱う。地球上最もお客様を大切にする企業であることをポリシーにオンライン上で求められるあらゆるものを発見、購入出来る場を目指す。","グローバル全体では、常に対昨年20％以上の伸びを示し右肩上がり。日本を含むインターナショナル部門の売上はグローバル全体の約50％。日本市場は期待感の高い状況です。ネット通販大手では最大数の物流拠点を持ち、2013年には小田原に世界最大規模の物流拠点も計画中。2012年には電子書籍端末が発売され今後も注目の企業。社員の半分は女性で活躍されている。オールフレックスで働きやすい環境。","2000","11","","700","東京都","目黒区下目黒1-8-1　ARCO　TOWER　ANNEX","大規模なプロジェクトにかかわれます。","岡田","2013/08/15 10:07:05","","","","TOEIC 700","Distribution・Retail","Tokyo","","Bachelor","","Fluent（JLPT Level1)"
"1017602","0","0","ハイクラス/外資系","1","","","","","08","03","営業","販売・サービス関連","10","10","ITエンジニア","その他IT系","09","02","ITコンサルタント","ERP・業務プロセスコンサルタント","アマゾンジャパン株式会社","CSクオリティアシュアランスマネージャー","カスタマーサービス部門ではQA （品質保証）マネージャーを募集しています。QAマネージャーはお客様から頂くお問合せへの対応品質向上や、VOCを通じてお客様の体験を向上させるために貢献していただきます。QAマネージャーは、対応品質の向上やお客様の体験を向上させることでカスタマーサービス部門をリードしていただきます。主な役割は、お客様の体験に影響のある品質指標についてオーナーシップを発揮し、それらを向上させることとなります■QAチームの目標達成のために、チームをリード■お客様の体験向上のためのイニシアチブを推進、管理■品質指標のレポートを管理し、傾向を把握し、原因を細部に渡って捉える■改善箇所についての提案、改善に積極的に関わる。【このポジションはアマゾンジャパンの採用となり、アマゾンジャパン・ロジスティクスへの出向となります】","■コンタクトセンターにおけるQAとしての経験が2年以上。■カスタマーサービスにおいてアソシエイト、SVなど、品質管理をするポジションとしての経験が3年以上■ASかAA（2年間の大学）/ BSまたは学士（4年制大学の学位）が必要学位。英語力のある方","","ビジネスレベル","","周りを巻き込んでいけるロジックや人物としての信頼性が必要。","■コンタクトセンターにおけるQAとしての経験が2年以上。■カスタマーサービスにおいてアソシエイト、SVなど、品質管理をするポジションとしての経験が3年以上■ASかAA（2年間の大学）/ BSまたは学士（4年制大学の学位）が必要学位。英語力のある方<BR>","東京都","目黒区","","","大卒以上","25","35","800","1400","事業拡大による増員","210685","流通・小売・販売","オンライン販売及び多岐に渡るコンテンツサービスの提供。和、洋書、CD、DVD、ビデオ、ソフトウェア、ゲーム、カメラ、ビューティ、コスメ、食品、飲料、ジュエリー、エレクトロニクス、キッチン、玩具、ホビー、スポーツ、工具、バイク、カー製品関連商品を取り扱う。地球上最もお客様を大切にする企業であることをポリシーにオンライン上で求められるあらゆるものを発見、購入出来る場を目指す。","グローバル全体では、常に対昨年20％以上の伸びを示し右肩上がり。日本を含むインターナショナル部門の売上はグローバル全体の約50％。日本市場は期待感の高い状況です。ネット通販大手では最大数の物流拠点を持ち、2013年には小田原に世界最大規模の物流拠点も計画中。2012年には電子書籍端末が発売され今後も注目の企業。社員の半分は女性で活躍されている。オールフレックスで働きやすい環境。","2000","11","","700","東京都","目黒区下目黒1-8-1　ARCO　TOWER　ANNEX","大規模なプロジェクトにかかわれます。","岡田","2013/08/15 10:07:01","CS Quality Assurance Manager","","","Business Level","Distribution・Retail","Tokyo","","Bachelor","",""
"1019567","0","0","ハイクラス","","","上場","","","3","0","経営企画・事業企画","","08","06","営業","海外営業","08","04","営業","企画営業","丸紅株式会社","海外事業スタッフ（建設機械部）","建設機械の輸出、3国間トレード。在外事業会社（建設機械販売、販売金融等）運営。事業買収並びに買収後の事業運営。入社当初は東京において、建設機械の輸出、3国間トレード、或いは海外事業会社の管理・支援、新規事業買収並びに買収後の事業運営を担当。一定期間、本社において上記業務に従事したあと、海外事業会社幹部あるいは海外店駐在員として海外勤務・海外経験を積み、部門の経営を担う幹部候補として育成。","ビジネスレベルの英語力（TOEIC730点以上）。事業会社管理に必要な、経理基礎知識。","海外勤務経験（含む長期出張）。日本ないしは海外での事業会社管理、運営経験。スペイン語・ロシア語・フランス語等の英語以外の外国語スキル。貿易実務の基礎知識。","ビジネスレベル","730","輸送機、建設機械業界に興味関心が高い方。グローバルに活躍したい方。","事業会社での経営企画、海外事業開発の経験","東京都","千代田区","","","大卒以上","28","32","600","1000","事業拡大による増員","1001305","総合商社","総合商社として、金属・エネルギー資源、食料、繊維、機械、化学品、紙パルプなどの輸出入、及び国内取引から、資源開発、電力事業、建設・不動産業務、金融ビジネスなど、広範な分野において商品取扱・事業運営をグローバルに展開しています。","国内15ヶ所、海外121ヶ所の拠点と555社のグループ会社により、グローバルにビジネスを展開しています。2003年度から3期連続で過去最高益を更新し、現在新中期経営計画をスタートしている。事業領域の拡大、顧客に提供する商社機能の高度化・多様化・戦略的分野への積極投資といった「攻め」の実現と「守り」のバランスを取りながら、一層の「飛躍」を目指している。他の総合商社と比較するとチャレンジ精神旺盛で、柔軟に物事を進める風土を持つ。自由闊達で、年齢に関係なく仕事を任せる。","1949","12","26268596","3843","東京都","千代田区大手町１丁目４－２","英語力を活かしてグローバルに活躍できます","呉","2013/08/15 10:06:55","","","","TOEIC 730","General Trading Company","Tokyo","","Bachelor","",""
"1018776","0","0","ハイクラス","","","","","","3","0","経営企画・事業企画","","08","04","営業","企画営業","1","0","トップマネジメント","","株式会社ミスミグループ本社","国際シニアディレクター（海外企画ユニット統括）","海外企画ユニットの統括責任者。具体的には以下の業務を主業務とする。海外現地法人の予算実績管理。海外現地法人に対する業務指導。部署横断プロジェクトの参画。自らのチームのマネージメントと部下の育成。","業界経験、機械工学系知識不問。チームマネージメントの経験、海外事業に携わった経験あれば尚可。論理的思考力。コミュニケーション能力。マルチタスクをこなせる能力。ビジネス英語力。","","ビジネスレベル","700","高い論理的思考力をもち、スピード感をもって行動する方。自らも現場で走り回り、ハンズオンの姿勢をお持ちの方。新しい考え方や、変化を受け入れる柔軟性のある方。","海外での事業経験。事業の立ち上げ・撤退・再生に関わった経験。製造業での就業経験。","東京都","文京区","","","大卒以上","35","45","700","1100","海外事業の強化。","456","その他","持株会社。傘下にはカタログ通販を事業の柱とする商社と部品製造メーカーを持つ。自動化事業、金型部品事業、エレクトロニクス事業、光関連事業がメイン。2002年に現会長が社長に就任し、大きな飛躍を遂げた。スモール・イズ・ビューティフルとの組織コンセプトの下、小さな組織で事業をまわすことを目指している。また、経営人材の育成にも積極的で、権限委譲体制なども整備されている点は大きな魅力。","多品種少量、短納期に対応すべく変革と成長を続ける。2002年3月期からの6年で連結売上は2.5倍、営業利益は3.3倍。金型部品にスタートし、FA、エレクトロニクス、工具等のツールへと事業領域を拡大してきた。現在は機械工業系事業に注力している、その最大の理由はQCT（品質、コスト、納期）モデルが最も効果的なため。的確な顧客ニーズの把握により部品の標準化を実現している。協力メーカー（300社程度）に対する徹底的な品質管理、海外を含めたロジスティックス体制、工場別の分業体制など、他社の追随を許さないインフラが最大の強み。年1回のカタログ改訂では30％程度の新商品が掲載され売上を牽引している。海外での売上比率も20％程度まで上昇。海外でも日本同様のインフラを確立していることが売上アップの要因。経営者人材の育成にも注力。経営者としての覚悟、理論、実践（チャレンジ）を推奨し、失敗も歓迎する社風。もちろん、失敗についてはその原因に関する調査は徹底的。失敗、反省、学びというサイクルを繰り返すことのできる方であれば活躍の場は広い。","1963","2","498900","4597","東京都","文京区後楽二丁目5番1号　飯田橋ファーストビル","経営リーダーを育成する企業として、意識の高い方々が多く集まっている企業です。","奈良","2013/08/15 10:06:52","","","","TOEIC 700","others","Tokyo","","Bachelor","",""
"1019624","0","0","ハイクラス/外資系","1","","","","","09","02","ITコンサルタント","ERP・業務プロセスコンサルタント","02","03","ビジネスコンサルタント","会計・財務系","","","","","SAPジャパン株式会社","Solution Specialist（プリセールス）","・SAPのクラウドソリューション（会計、請求支払い処理などの機能を有する「SAP Cloud for Financials」、中堅企業向けのSaaS型ERP「SAP Business ByDesign」、経費精算の「SAP Cloud for Travel」）とオンプレミス製品（SAP ERP/EPM/GRC、BI, HANA, Mobileなど）を組み合わせた提案活動のリード・企業の基幹業務、経営管理、経理、財務の領域におけるプリセールス活動全般・同領域のビジネスディベロップメント活動（販売促進に関する企画・立案・実施、パートナリング支援）・同領域のプロモーション活動（セミナー企画、デモ準備、開催、及び公演）","・ERPパッケージのプリセールス経験・経理、財務、経営管理の業務コンサルティング経験・ERPパッケージの導入プロジェクト経験（企画立案、上申支援、設計、導入、開発、運用、導入効果測定等）・クラウドコンピューティングの提案、導入経験・ビジネス/ITのコンサルティング経験","・経理業務に関する資格　尚可（公認会計士、USCPA、日商簿記1級等）・プロジェクトマネジメント経験（チームリーダーやサブリーダー等）　尚可","ビジネスレベル","","プロアクティブ","会計分野でのコンサルティング経験","東京都","千代田区","","","大卒以上","35","45","700","1300","新設ポジション","81","コンピュータ（ソフト）","世界シェアナンバーワンのＥＲＰ（統合業務）パッケージ・ソフトウェアの開発、販売、メンテナンス、教育及びコンサルティング。大手企業への大規模ソリューションだけでなく、中堅企業向けサービスも充実。ビジネスコンサルティング機能も拡充し日本でのビジネスは堅調。日本では約2000社の導入実績。","エンタープライズ・ソフトウェア、ビジネスアプリケーション業界の覇者。現在はERP以外にもクラウド、インメモリー、モビリティ、BI製品など、ERP以外の事業を拡大していて、近いうちにERPの売上をそれ以外の事業で追い抜く予定です。製品群の拡張、及び中堅中小などのホワイトスペースにも注力している。2011年第4四半期は、創立40周年の歴史の中で最高の四半期、並びに通年の決算になりました。全地域でソフトウェア関連の売り上げが２桁成長。モバイルでは、１億ユーロという年間売上の目標を超えました。HANAでは、第４四半期だけでも１億ユーロを売上げ、これでHANAは当社の歴史の中で一番の成長を遂げた製品となりました。HANAは業界を大きく変革し、SAPの知識の一新を猛烈に推進しています。<BR><BR>SAPのビジョンを纏めた動画（2分）：<BR>https://www.youtube.com/watch?v=hzdELlqdLPo","1992","10","360000","1100","東京都","千代田区麹町1－6－4　SAPジャパンビル","SAPの経験よりも経営管理・経理・財務分野の知見・経験、と英語を重視します。","越山","2013/08/15 10:06:50","","","The companys holds a big share in global EPR services and development and sells. Also provider for more than 2000 companies in japan.","Business Level","Computer(Software)","Tokyo","","Bachelor","",""
"1019631","0","0","外資系","1","","","","","11","00","WEB・モバイル関連","","11","0","WEB・モバイル関連","","11","00","WEB・モバイル関連","","アマゾンジャパン株式会社","サイトマーチャンダイザー【Office　Products】","担当商品カテゴリーのウェブサイト、ならびにemail、SNSコンテンツの制作・管理に責任を持ちます。お客様に最高のショッピング体験をしていただけるよう、サイトやコンテンツを常に改良し、より多くのお客様にご利用いただくことを目指します。お客様からの長期的信頼をいただくことを最優先し、正確でわかりやすい、また魅力的な商品・サービスの紹介を行うことで、同社の方針である「お客様の購買決定に役立つ情報をご提供すること」を実現します。さらに、お客様が訪れる経路や時間帯、購入転換率などのパフォーマンスを定期的に分析し、より高い効果と効率性を目指します。マネージャーの方針の下で、必要に応じてマネージャーの指示・サポートを得ながら、担当業務を自立的に行います。ピープルマネジャーは、部下をもち、指導・育成を行います。■ウェブサイト制作■コンテンツ開発・制作・管理","■3年以上のウェブ制作経験■エクセルは中級（ピボットテーブル/グラフ、データ分析）レベル以上のスキル。ワード、パワーポイントも中級程度のスキル■ウェブ制作に関する知識・スキルをもち、新しいシステム・ソフトウェアをすぐに理解し、使いこなせるスキルがある■高い文章力を有し、適正かつ明快な日本語表現が出来る■顧客視点とユーザビリティを大切にし、正確でわかりやすい、かつ効果的なサイトを制作■トラフィック（訪問者数）、購入転換率などに関する定性・定量分析を行い、その結果に基づき最適なサイトを制作","■常に改善と創造の意識をもち、プロセスの見直しやサイト制作に関わる新しいアイデアを受け入れ、オーナーシップをもって企画・立案■期限内達成への強いコミットメントをもち、優先順位を明確にしながら機動的に行動できる■チームメンバーと密にコミュニケーションをとり、関連職種・部署とも円滑なコミュニケーションができる■オンラインビジネス、小売業、コンサルティングでの経験。オンラインマーケティング、マーチャンダイジングの経験があれば尚可","ビジネスレベル","","オンライン広告会社において、ページ制作、サイト管理業務を経験し、現在企画提案業務に携わっているような方をイメージしています。<BR><BR>","■3年以上のウェブ制作経験■エクセルは中級（ピボットテーブル/グラフ、データ分析）レベル以上のスキル。ワード、パワーポイントも中級程度のスキル■ウェブ制作に関する知識・スキルをもち、新しいシステム・ソフトウェアをすぐに理解し、使いこなせるスキルがある■高い文章力を有し、適正かつ明快な日本語表現が出来る■顧客視点とユーザビリティを大切にし、正確でわかりやすい、かつ効果的なサイトを制作■トラフィック（訪問者数）、購入転換率などに関する定性・定量分析を行い、その結果に基づき最適なサイトを制作■常に改善と創造の意識をもち、プロセスの見直しやサイト制作に関わる新しいアイデアを受け入れ、オーナーシップをもって企画・立案■期限内達成への強いコミットメントをもち、優先順位を明確にしながら機動的に行動できる■チームメンバーと密にコミュニケーションをとり、関連職種・部署とも円滑なコミュニケーションができる　他","東京都","目黒区","","","大卒以上","28","38","400","800","増員","210685","流通・小売・販売","オンライン販売及び多岐に渡るコンテンツサービスの提供。和、洋書、CD、DVD、ビデオ、ソフトウェア、ゲーム、カメラ、ビューティ、コスメ、食品、飲料、ジュエリー、エレクトロニクス、キッチン、玩具、ホビー、スポーツ、工具、バイク、カー製品関連商品を取り扱う。地球上最もお客様を大切にする企業であることをポリシーにオンライン上で求められるあらゆるものを発見、購入出来る場を目指す。","グローバル全体では、常に対昨年20％以上の伸びを示し右肩上がり。日本を含むインターナショナル部門の売上はグローバル全体の約50％。日本市場は期待感の高い状況です。ネット通販大手では最大数の物流拠点を持ち、2013年には小田原に世界最大規模の物流拠点も計画中。2012年には電子書籍端末が発売され今後も注目の企業。社員の半分は女性で活躍されている。オールフレックスで働きやすい環境。","2000","11","","700","東京都","目黒区下目黒1-8-1　ARCO　TOWER　ANNEX","できるだけテクニカルに制作が出来る方をイメージしています。","岡田","2013/08/15 10:06:49","","","","Business Level","Distribution・Retail","Tokyo","","Bachelor","","Native"
